"cnty_fips","display_name","Value","theme_range","total_cost"
21103,"""Henry, (KY)""",155.3,"148.7 - 175.5 (644)",21860
21117,"""Kenton, (KY)""",153.9,"148.7 - 175.5 (644)",21348
21135,"""Lewis, (KY)""",300.7,"242.9 - 651.5 (644)",23312
21161,"""Mason, (KY)""",238.5,"204.2 - 242.8 (644)",17722
21185,"""Oldham, (KY)""",142,"26.6 - 148.6 (644)",17854
21187,"""Owen, (KY)""",230.9,"204.2 - 242.8 (644)",23036
21191,"""Pendleton, (KY)""",226.5,"204.2 - 242.8 (644)",18926
21201,"""Robertson, (KY)""",301,"242.9 - 651.5 (644)",20605
21223,"""Trimble, (KY)""",253.5,"242.9 - 651.5 (644)",20536
26005,"""Allegan, (MI)""",156.8,"148.7 - 175.5 (644)",17262
26011,"""Arenac, (MI)""",331.8,"242.9 - 651.5 (644)",20399
26015,"""Barry, (MI)""",179.8,"175.6 - 204.1 (644)",16323
26017,"""Bay, (MI)""",352.8,"242.9 - 651.5 (644)",19590
26019,"""Benzie, (MI)""",135,"26.6 - 148.6 (644)",16258
26021,"""Berrien, (MI)""",249.7,"242.9 - 651.5 (644)",17392
26023,"""Branch, (MI)""",202.8,"175.6 - 204.1 (644)",17428
26025,"""Calhoun, (MI)""",223.3,"204.2 - 242.8 (644)",20859
26027,"""Cass, (MI)""",207.5,"204.2 - 242.8 (644)",16902
26035,"""Clare, (MI)""",250.5,"242.9 - 651.5 (644)",18986
26037,"""Clinton, (MI)""",146.7,"26.6 - 148.6 (644)",18953
26045,"""Eaton, (MI)""",164.3,"148.7 - 175.5 (644)",20460
26049,"""Genesee, (MI)""",224.8,"204.2 - 242.8 (644)",21256
26051,"""Gladwin, (MI)""",275.8,"242.9 - 651.5 (644)",19334
26057,"""Gratiot, (MI)""",280.4,"242.9 - 651.5 (644)",19650
26059,"""Hillsdale, (MI)""",253.1,"242.9 - 651.5 (644)",18696
26063,"""Huron, (MI)""",285.2,"242.9 - 651.5 (644)",19500
26065,"""Ingham, (MI)""",163.5,"148.7 - 175.5 (644)",20571
26067,"""Ionia, (MI)""",189.5,"175.6 - 204.1 (644)",20011
26069,"""Iosco, (MI)""",306.8,"242.9 - 651.5 (644)",17851
26073,"""Isabella, (MI)""",221.2,"204.2 - 242.8 (644)",18723
26075,"""Jackson, (MI)""",266.2,"242.9 - 651.5 (644)",20200
26077,"""Kalamazoo, (MI)""",152.4,"148.7 - 175.5 (644)",17675
26081,"""Kent, (MI)""",204,"175.6 - 204.1 (644)",19185
26085,"""Lake, (MI)""",224.9,"204.2 - 242.8 (644)",20431
26087,"""Lapeer, (MI)""",215.6,"204.2 - 242.8 (644)",22364
26091,"""Lenawee, (MI)""",245.3,"242.9 - 651.5 (644)",18942
26093,"""Livingston, (MI)""",225.4,"204.2 - 242.8 (644)",18793
26099,"""Macomb, (MI)""",215.5,"204.2 - 242.8 (644)",21481
26101,"""Manistee, (MI)""",203.1,"175.6 - 204.1 (644)",17998
26105,"""Mason, (MI)""",204.9,"204.2 - 242.8 (644)",19613
26107,"""Mecosta, (MI)""",236.2,"204.2 - 242.8 (644)",19945
26111,"""Midland, (MI)""",153.6,"148.7 - 175.5 (644)",17968
26113,"""Missaukee, (MI)""",172.4,"148.7 - 175.5 (644)",16425
26115,"""Monroe, (MI)""",229.8,"204.2 - 242.8 (644)",20367
26117,"""Montcalm, (MI)""",226.2,"204.2 - 242.8 (644)",18871
26121,"""Muskegon, (MI)""",158.2,"148.7 - 175.5 (644)",21257
26123,"""Newaygo, (MI)""",189.7,"175.6 - 204.1 (644)",20651
26125,"""Oakland, (MI)""",222.1,"204.2 - 242.8 (644)",20704
26127,"""Oceana, (MI)""",211.7,"204.2 - 242.8 (644)",19545
26129,"""Ogemaw, (MI)""",295.3,"242.9 - 651.5 (644)",20154
26133,"""Osceola, (MI)""",237.5,"204.2 - 242.8 (644)",18009
26139,"""Ottawa, (MI)""",144.3,"26.6 - 148.6 (644)",17327
26143,"""Roscommon, (MI)""",263.4,"242.9 - 651.5 (644)",19030
26145,"""Saginaw, (MI)""",204.1,"175.6 - 204.1 (644)",22353
26147,"""St. Clair, (MI)""",257.3,"242.9 - 651.5 (644)",18601
26149,"""St. Joseph, (MI)""",239.5,"204.2 - 242.8 (644)",16515
26151,"""Sanilac, (MI)""",301.3,"242.9 - 651.5 (644)",18934
26155,"""Shiawassee, (MI)""",207.1,"204.2 - 242.8 (644)",17894
26157,"""Tuscola, (MI)""",271.4,"242.9 - 651.5 (644)",20572
26159,"""Van Buren, (MI)""",197.4,"175.6 - 204.1 (644)",17487
26161,"""Washtenaw, (MI)""",165.2,"148.7 - 175.5 (644)",19963
26163,"""Wayne, (MI)""",282.4,"242.9 - 651.5 (644)",24180
26165,"""Wexford, (MI)""",202.9,"175.6 - 204.1 (644)",17153
39001,"""Adams, (OH)""",256.8,"242.9 - 651.5 (644)",24798
39003,"""Allen, (OH)""",253.4,"242.9 - 651.5 (644)",19857
39005,"""Ashland, (OH)""",202.6,"175.6 - 204.1 (644)",18495
39007,"""Ashtabula, (OH)""",263.3,"242.9 - 651.5 (644)",23651
39009,"""Athens, (OH)""",209.3,"204.2 - 242.8 (644)",19194
39011,"""Auglaize, (OH)""",233.7,"204.2 - 242.8 (644)",19349
39013,"""Belmont, (OH)""",272.4,"242.9 - 651.5 (644)",20910
39015,"""Brown, (OH)""",208,"204.2 - 242.8 (644)",20769
39017,"""Butler, (OH)""",170.8,"148.7 - 175.5 (644)",20238
39019,"""Carroll, (OH)""",190.2,"175.6 - 204.1 (644)",17657
39021,"""Champaign, (OH)""",207.1,"204.2 - 242.8 (644)",20627
39023,"""Clark, (OH)""",252.9,"242.9 - 651.5 (644)",20837
39025,"""Clermont, (OH)""",173.5,"148.7 - 175.5 (644)",20283
39027,"""Clinton, (OH)""",195.2,"175.6 - 204.1 (644)",19757
39029,"""Columbiana, (OH)""",242.4,"204.2 - 242.8 (644)",21718
39031,"""Coshocton, (OH)""",259.1,"242.9 - 651.5 (644)",19124
39033,"""Crawford, (OH)""",253.1,"242.9 - 651.5 (644)",22857
39035,"""Cuyahoga, (OH)""",217,"204.2 - 242.8 (644)",21777
39037,"""Darke, (OH)""",253.2,"242.9 - 651.5 (644)",17952
39039,"""Defiance, (OH)""",175.4,"148.7 - 175.5 (644)",20973
39041,"""Delaware, (OH)""",134.9,"26.6 - 148.6 (644)",16947
39043,"""Erie, (OH)""",205.4,"204.2 - 242.8 (644)",21070
39045,"""Fairfield, (OH)""",183.9,"175.6 - 204.1 (644)",21553
39047,"""Fayette, (OH)""",225.3,"204.2 - 242.8 (644)",22678
39049,"""Franklin, (OH)""",156.2,"148.7 - 175.5 (644)",20650
39051,"""Fulton, (OH)""",232.8,"204.2 - 242.8 (644)",18996
39053,"""Gallia, (OH)""",303.6,"242.9 - 651.5 (644)",23315
39055,"""Geauga, (OH)""",156.5,"148.7 - 175.5 (644)",18626
39057,"""Greene, (OH)""",167.3,"148.7 - 175.5 (644)",20106
39059,"""Guernsey, (OH)""",252.7,"242.9 - 651.5 (644)",20416
39061,"""Hamilton, (OH)""",164.5,"148.7 - 175.5 (644)",21020
39063,"""Hancock, (OH)""",183.3,"175.6 - 204.1 (644)",18612
39065,"""Hardin, (OH)""",300.7,"242.9 - 651.5 (644)",19490
39067,"""Harrison, (OH)""",296.4,"242.9 - 651.5 (644)",21182
39069,"""Henry, (OH)""",193.3,"175.6 - 204.1 (644)",19255
39071,"""Highland, (OH)""",225.4,"204.2 - 242.8 (644)",24008
39073,"""Hocking, (OH)""",237.4,"204.2 - 242.8 (644)",22848
39075,"""Holmes, (OH)""",205.4,"204.2 - 242.8 (644)",18732
39077,"""Huron, (OH)""",192.1,"175.6 - 204.1 (644)",20730
39079,"""Jackson, (OH)""",338,"242.9 - 651.5 (644)",21849
39081,"""Jefferson, (OH)""",362.9,"242.9 - 651.5 (644)",25823
39083,"""Knox, (OH)""",185.7,"175.6 - 204.1 (644)",20448
39085,"""Lake, (OH)""",216.1,"204.2 - 242.8 (644)",20269
39087,"""Lawrence, (OH)""",239.8,"204.2 - 242.8 (644)",20973
39089,"""Licking, (OH)""",162.2,"148.7 - 175.5 (644)",19439
39091,"""Logan, (OH)""",240.6,"204.2 - 242.8 (644)",20874
39093,"""Lorain, (OH)""",173.6,"148.7 - 175.5 (644)",21038
39095,"""Lucas, (OH)""",253.8,"242.9 - 651.5 (644)",21360
39097,"""Madison, (OH)""",159,"148.7 - 175.5 (644)",19186
39099,"""Mahoning, (OH)""",198.6,"175.6 - 204.1 (644)",20423
39101,"""Marion, (OH)""",185.8,"175.6 - 204.1 (644)",20922
39103,"""Medina, (OH)""",163.9,"148.7 - 175.5 (644)",20634
39105,"""Meigs, (OH)""",252,"242.9 - 651.5 (644)",21302
39107,"""Mercer, (OH)""",419.8,"242.9 - 651.5 (644)",16460
39109,"""Miami, (OH)""",165.2,"148.7 - 175.5 (644)",19748
39111,"""Monroe, (OH)""",237.3,"204.2 - 242.8 (644)",19084
39113,"""Montgomery, (OH)""",184.4,"175.6 - 204.1 (644)",22044
39115,"""Morgan, (OH)""",176.9,"175.6 - 204.1 (644)",19529
39117,"""Morrow, (OH)""",238.7,"204.2 - 242.8 (644)",21802
39119,"""Muskingum, (OH)""",152.3,"148.7 - 175.5 (644)",20645
39121,"""Noble, (OH)""",170.5,"148.7 - 175.5 (644)",19892
39123,"""Ottawa, (OH)""",229.5,"204.2 - 242.8 (644)",20619
39125,"""Paulding, (OH)""",187.6,"175.6 - 204.1 (644)",22491
39127,"""Perry, (OH)""",310.4,"242.9 - 651.5 (644)",20953
39129,"""Pickaway, (OH)""",234.2,"204.2 - 242.8 (644)",20063
39131,"""Pike, (OH)""",233.3,"204.2 - 242.8 (644)",23134
39133,"""Portage, (OH)""",208.9,"204.2 - 242.8 (644)",20477
39135,"""Preble, (OH)""",200.9,"175.6 - 204.1 (644)",19674
39137,"""Putnam, (OH)""",188.3,"175.6 - 204.1 (644)",18788
39139,"""Richland, (OH)""",208.7,"204.2 - 242.8 (644)",20488
39141,"""Ross, (OH)""",222.5,"204.2 - 242.8 (644)",23268
39143,"""Sandusky, (OH)""",230.7,"204.2 - 242.8 (644)",19335
39145,"""Scioto, (OH)""",393.1,"242.9 - 651.5 (644)",24160
39147,"""Seneca, (OH)""",298.3,"242.9 - 651.5 (644)",19518
39149,"""Shelby, (OH)""",209,"204.2 - 242.8 (644)",18884
39151,"""Stark, (OH)""",178.7,"175.6 - 204.1 (644)",19926
39153,"""Summit, (OH)""",164.5,"148.7 - 175.5 (644)",20899
39155,"""Trumbull, (OH)""",199.2,"175.6 - 204.1 (644)",20435
39157,"""Tuscarawas, (OH)""",241,"204.2 - 242.8 (644)",19202
39159,"""Union, (OH)""",189.7,"175.6 - 204.1 (644)",18794
39161,"""Van Wert, (OH)""",237.1,"204.2 - 242.8 (644)",17384
39163,"""Vinton, (OH)""",223.1,"204.2 - 242.8 (644)",22419
39165,"""Warren, (OH)""",167.7,"148.7 - 175.5 (644)",18980
39167,"""Washington, (OH)""",152.7,"148.7 - 175.5 (644)",23020
39169,"""Wayne, (OH)""",208.5,"204.2 - 242.8 (644)",18099
39171,"""Williams, (OH)""",225.4,"204.2 - 242.8 (644)",17580
39173,"""Wood, (OH)""",197.2,"175.6 - 204.1 (644)",19374
39175,"""Wyandot, (OH)""",164.8,"148.7 - 175.5 (644)",18225
54007,"""Braxton, (WV)""",227,"204.2 - 242.8 (644)",17629
54011,"""Cabell, (WV)""",205.1,"204.2 - 242.8 (644)",20309
54013,"""Calhoun, (WV)""",244.8,"242.9 - 651.5 (644)",25232
54015,"""Clay, (WV)""",232,"204.2 - 242.8 (644)",15403
54017,"""Doddridge, (WV)""",279.7,"242.9 - 651.5 (644)",18672
54021,"""Gilmer, (WV)""",302.9,"242.9 - 651.5 (644)",19298
54035,"""Jackson, (WV)""",250.3,"242.9 - 651.5 (644)",21117
54051,"""Marshall, (WV)""",246.4,"242.9 - 651.5 (644)",18734
54053,"""Mason, (WV)""",229.6,"204.2 - 242.8 (644)",18447
54069,"""Ohio, (WV)""",225.4,"204.2 - 242.8 (644)",22778
54073,"""Pleasants, (WV)""",229,"204.2 - 242.8 (644)",23547
54079,"""Putnam, (WV)""",270.9,"242.9 - 651.5 (644)",17138
54085,"""Ritchie, (WV)""",261.9,"242.9 - 651.5 (644)",20753
54087,"""Roane, (WV)""",232.2,"204.2 - 242.8 (644)",19144
54095,"""Tyler, (WV)""",220.6,"204.2 - 242.8 (644)",22587
54103,"""Wetzel, (WV)""",254.9,"242.9 - 651.5 (644)",18646
54105,"""Wirt, (WV)""",258.5,"242.9 - 651.5 (644)",21039
54107,"""Wood, (WV)""",261.8,"242.9 - 651.5 (644)",21586
12011,"""Broward, (FL)""",170.9,"148.7 - 175.5 (644)",22599
12085,"""Martin, (FL)""",155.2,"148.7 - 175.5 (644)",18278
12086,"""Miami-Dade, (FL)""",184.7,"175.6 - 204.1 (644)",24163
12099,"""Palm Beach, (FL)""",164.8,"148.7 - 175.5 (644)",19376
12111,"""St. Lucie, (FL)""",176.5,"175.6 - 204.1 (644)",19502
24037,"""St. Mary's, (MD)""",167.6,"148.7 - 175.5 (644)",18991
24039,"""Somerset, (MD)""",452.9,"242.9 - 651.5 (644)",20035
24047,"""Worcester, (MD)""",231.1,"204.2 - 242.8 (644)",18798
37001,"""Alamance, (NC)""",169.2,"148.7 - 175.5 (644)",18030
37007,"""Anson, (NC)""",214,"204.2 - 242.8 (644)",19839
37013,"""Beaufort, (NC)""",184.6,"175.6 - 204.1 (644)",17167
37015,"""Bertie, (NC)""",162.1,"148.7 - 175.5 (644)",22590
37017,"""Bladen, (NC)""",282.3,"242.9 - 651.5 (644)",22266
37019,"""Brunswick, (NC)""",169.6,"148.7 - 175.5 (644)",16817
37025,"""Cabarrus, (NC)""",144.3,"26.6 - 148.6 (644)",21165
37029,"""Camden, (NC)""",224.9,"204.2 - 242.8 (644)",17727
37031,"""Carteret, (NC)""",188.3,"175.6 - 204.1 (644)",18103
37033,"""Caswell, (NC)""",155.1,"148.7 - 175.5 (644)",19507
37037,"""Chatham, (NC)""",101.2,"26.6 - 148.6 (644)",15445
37041,"""Chowan, (NC)""",187.3,"175.6 - 204.1 (644)",19514
37047,"""Columbus, (NC)""",342,"242.9 - 651.5 (644)",20312
37049,"""Craven, (NC)""",186.9,"175.6 - 204.1 (644)",16990
37051,"""Cumberland, (NC)""",212.1,"204.2 - 242.8 (644)",19840
37053,"""Currituck, (NC)""",236.9,"204.2 - 242.8 (644)",17442
37055,"""Dare, (NC)""",187.4,"175.6 - 204.1 (644)",17655
37057,"""Davidson, (NC)""",181.1,"175.6 - 204.1 (644)",19420
37059,"""Davie, (NC)""",170.7,"148.7 - 175.5 (644)",17768
37061,"""Duplin, (NC)""",187.3,"175.6 - 204.1 (644)",19943
37063,"""Durham, (NC)""",117.2,"26.6 - 148.6 (644)",19743
37065,"""Edgecombe, (NC)""",248.7,"242.9 - 651.5 (644)",21874
37067,"""Forsyth, (NC)""",155.4,"148.7 - 175.5 (644)",19792
37069,"""Franklin, (NC)""",155.9,"148.7 - 175.5 (644)",19982
37073,"""Gates, (NC)""",173,"148.7 - 175.5 (644)",19745
37077,"""Granville, (NC)""",182.2,"175.6 - 204.1 (644)",18609
37079,"""Greene, (NC)""",192.9,"175.6 - 204.1 (644)",22045
37081,"""Guilford, (NC)""",135.1,"26.6 - 148.6 (644)",18448
37083,"""Halifax, (NC)""",179.8,"175.6 - 204.1 (644)",20708
37085,"""Harnett, (NC)""",194.1,"175.6 - 204.1 (644)",20584
37091,"""Hertford, (NC)""",169.1,"148.7 - 175.5 (644)",20877
37093,"""Hoke, (NC)""",199.5,"175.6 - 204.1 (644)",19892
37095,"""Hyde, (NC)""",182.5,"175.6 - 204.1 (644)",18041
37101,"""Johnston, (NC)""",186.6,"175.6 - 204.1 (644)",19681
37103,"""Jones, (NC)""",188.6,"175.6 - 204.1 (644)",16940
37105,"""Lee, (NC)""",177.7,"175.6 - 204.1 (644)",17765
37107,"""Lenoir, (NC)""",193.5,"175.6 - 204.1 (644)",19675
37117,"""Martin, (NC)""",233.2,"204.2 - 242.8 (644)",20491
37123,"""Montgomery, (NC)""",185.6,"175.6 - 204.1 (644)",20334
37125,"""Moore, (NC)""",157.2,"148.7 - 175.5 (644)",17379
37127,"""Nash, (NC)""",197.4,"175.6 - 204.1 (644)",19804
37129,"""New Hanover, (NC)""",125.6,"26.6 - 148.6 (644)",17130
37131,"""Northampton, (NC)""",158.2,"148.7 - 175.5 (644)",19857
37133,"""Onslow, (NC)""",179.9,"175.6 - 204.1 (644)",17974
37135,"""Orange, (NC)""",109.6,"26.6 - 148.6 (644)",16637
37137,"""Pamlico, (NC)""",185.8,"175.6 - 204.1 (644)",15509
37139,"""Pasquotank, (NC)""",320.5,"242.9 - 651.5 (644)",18232
37141,"""Pender, (NC)""",175.1,"148.7 - 175.5 (644)",18577
37143,"""Perquimans, (NC)""",252.6,"242.9 - 651.5 (644)",18352
37145,"""Person, (NC)""",184.7,"175.6 - 204.1 (644)",18861
37147,"""Pitt, (NC)""",185,"175.6 - 204.1 (644)",20211
37151,"""Randolph, (NC)""",183,"175.6 - 204.1 (644)",18494
37153,"""Richmond, (NC)""",276.2,"242.9 - 651.5 (644)",20068
37155,"""Robeson, (NC)""",262.7,"242.9 - 651.5 (644)",21422
37157,"""Rockingham, (NC)""",192.3,"175.6 - 204.1 (644)",18095
37159,"""Rowan, (NC)""",186.1,"175.6 - 204.1 (644)",19410
37163,"""Sampson, (NC)""",214,"204.2 - 242.8 (644)",19030
37165,"""Scotland, (NC)""",229.2,"204.2 - 242.8 (644)",18537
37167,"""Stanly, (NC)""",239,"204.2 - 242.8 (644)",21617
37169,"""Stokes, (NC)""",188.4,"175.6 - 204.1 (644)",20253
37177,"""Tyrrell, (NC)""",195.4,"175.6 - 204.1 (644)",21573
37179,"""Union, (NC)""",118.7,"26.6 - 148.6 (644)",19229
37181,"""Vance, (NC)""",209.9,"204.2 - 242.8 (644)",22367
37183,"""Wake, (NC)""",112.3,"26.6 - 148.6 (644)",18693
37185,"""Warren, (NC)""",225.3,"204.2 - 242.8 (644)",19820
37187,"""Washington, (NC)""",182.8,"175.6 - 204.1 (644)",21673
37191,"""Wayne, (NC)""",198.9,"175.6 - 204.1 (644)",19049
37195,"""Wilson, (NC)""",184.2,"175.6 - 204.1 (644)",19927
45015,"""Berkeley, (SC)""",132.9,"26.6 - 148.6 (644)",19237
45019,"""Charleston, (SC)""",150.1,"148.7 - 175.5 (644)",18466
45025,"""Chesterfield, (SC)""",269.2,"242.9 - 651.5 (644)",19759
45027,"""Clarendon, (SC)""",182,"175.6 - 204.1 (644)",19120
45031,"""Darlington, (SC)""",152.5,"148.7 - 175.5 (644)",21262
45033,"""Dillon, (SC)""",213.5,"204.2 - 242.8 (644)",20532
45035,"""Dorchester, (SC)""",142.8,"26.6 - 148.6 (644)",20571
45041,"""Florence, (SC)""",171.6,"148.7 - 175.5 (644)",21363
45043,"""Georgetown, (SC)""",189,"175.6 - 204.1 (644)",17753
45051,"""Horry, (SC)""",176.7,"175.6 - 204.1 (644)",17946
45055,"""Kershaw, (SC)""",163.7,"148.7 - 175.5 (644)",16749
45061,"""Lee, (SC)""",387.6,"242.9 - 651.5 (644)",20919
45067,"""Marion, (SC)""",184.6,"175.6 - 204.1 (644)",21182
45069,"""Marlboro, (SC)""",139.2,"26.6 - 148.6 (644)",19529
45085,"""Sumter, (SC)""",145.4,"26.6 - 148.6 (644)",19706
45089,"""Williamsburg, (SC)""",147.3,"26.6 - 148.6 (644)",22076
51001,"""Accomack, (VA)""",291.4,"242.9 - 651.5 (644)",18765
51003,"""Albemarle, (VA)""",94.2,"26.6 - 148.6 (644)",18241
51005,"""Alleghany, (VA)""",192.5,"175.6 - 204.1 (644)",20188
51007,"""Amelia, (VA)""",196.6,"175.6 - 204.1 (644)",22269
51009,"""Amherst, (VA)""",167.1,"148.7 - 175.5 (644)",19516
51011,"""Appomattox, (VA)""",212.9,"204.2 - 242.8 (644)",18945
51015,"""Augusta, (VA)""",141.4,"26.6 - 148.6 (644)",17855
51017,"""Bath, (VA)""",164.3,"148.7 - 175.5 (644)",29096
51019,"""Bedford County, (VA)""",145.7,"26.6 - 148.6 (644)",18751
51023,"""Botetourt, (VA)""",137.9,"26.6 - 148.6 (644)",19274
51025,"""Brunswick, (VA)""",230.1,"204.2 - 242.8 (644)",19176
51029,"""Buckingham, (VA)""",205.3,"204.2 - 242.8 (644)",20655
51031,"""Campbell, (VA)""",179.4,"175.6 - 204.1 (644)",20635
51033,"""Caroline, (VA)""",169.4,"148.7 - 175.5 (644)",17902
51036,"""Charles City, (VA)""",165.9,"148.7 - 175.5 (644)",17559
51037,"""Charlotte, (VA)""",210.7,"204.2 - 242.8 (644)",21622
51041,"""Chesterfield, (VA)""",131.1,"26.6 - 148.6 (644)",18821
51045,"""Craig, (VA)""",144.8,"26.6 - 148.6 (644)",18563
51049,"""Cumberland, (VA)""",145.2,"26.6 - 148.6 (644)",19017
51053,"""Dinwiddie, (VA)""",193.9,"175.6 - 204.1 (644)",21028
51057,"""Essex, (VA)""",190.1,"175.6 - 204.1 (644)",19843
51063,"""Floyd, (VA)""",151.4,"148.7 - 175.5 (644)",16935
51065,"""Fluvanna, (VA)""",147.8,"26.6 - 148.6 (644)",16883
51067,"""Franklin County, (VA)""",123,"26.6 - 148.6 (644)",17052
51073,"""Gloucester, (VA)""",167.9,"148.7 - 175.5 (644)",18161
51075,"""Goochland, (VA)""",130.5,"26.6 - 148.6 (644)",18412
51079,"""Greene, (VA)""",142.3,"26.6 - 148.6 (644)",18497
51081,"""Greensville, (VA)""",355.2,"242.9 - 651.5 (644)",22244
51083,"""Halifax, (VA)""",187.3,"175.6 - 204.1 (644)",17797
51085,"""Hanover, (VA)""",156.7,"148.7 - 175.5 (644)",18862
51087,"""Henrico, (VA)""",150.5,"148.7 - 175.5 (644)",19518
51089,"""Henry, (VA)""",201.2,"175.6 - 204.1 (644)",20161
51093,"""Isle of Wight, (VA)""",163.1,"148.7 - 175.5 (644)",18091
51095,"""James City, (VA)""",140.6,"26.6 - 148.6 (644)",17233
51097,"""King and Queen, (VA)""",188.6,"175.6 - 204.1 (644)",17707
51099,"""King George, (VA)""",131.1,"26.6 - 148.6 (644)",18970
51101,"""King William, (VA)""",195.6,"175.6 - 204.1 (644)",18305
51103,"""Lancaster, (VA)""",172.8,"148.7 - 175.5 (644)",17753
51109,"""Louisa, (VA)""",189.1,"175.6 - 204.1 (644)",18207
51111,"""Lunenburg, (VA)""",233.5,"204.2 - 242.8 (644)",19617
51115,"""Mathews, (VA)""",173.8,"148.7 - 175.5 (644)",16400
51117,"""Mecklenburg, (VA)""",215.1,"204.2 - 242.8 (644)",18263
51119,"""Middlesex, (VA)""",187.9,"175.6 - 204.1 (644)",17850
51121,"""Montgomery, (VA)""",163.8,"148.7 - 175.5 (644)",20149
51125,"""Nelson, (VA)""",175.7,"175.6 - 204.1 (644)",17108
51127,"""New Kent, (VA)""",172,"148.7 - 175.5 (644)",19213
51131,"""Northampton, (VA)""",246.5,"242.9 - 651.5 (644)",18244
51133,"""Northumberland, (VA)""",179,"175.6 - 204.1 (644)",18057
51135,"""Nottoway, (VA)""",246.4,"242.9 - 651.5 (644)",19357
51137,"""Orange, (VA)""",159.3,"148.7 - 175.5 (644)",16941
51141,"""Patrick, (VA)""",253.7,"242.9 - 651.5 (644)",18759
51143,"""Pittsylvania, (VA)""",183.2,"175.6 - 204.1 (644)",18358
51145,"""Powhatan, (VA)""",137.1,"26.6 - 148.6 (644)",18487
51147,"""Prince Edward, (VA)""",200.7,"175.6 - 204.1 (644)",22454
51149,"""Prince George, (VA)""",117,"26.6 - 148.6 (644)",20436
51159,"""Richmond County, (VA)""",186,"175.6 - 204.1 (644)",17609
51161,"""Roanoke County, (VA)""",131.1,"26.6 - 148.6 (644)",17462
51163,"""Rockbridge, (VA)""",139,"26.6 - 148.6 (644)",16903
51175,"""Southampton, (VA)""",210.5,"204.2 - 242.8 (644)",19143
51177,"""Spotsylvania, (VA)""",140.7,"26.6 - 148.6 (644)",19395
51181,"""Surry, (VA)""",154.9,"148.7 - 175.5 (644)",16848
51183,"""Sussex, (VA)""",147.7,"26.6 - 148.6 (644)",23522
51193,"""Westmoreland, (VA)""",181.2,"175.6 - 204.1 (644)",17668
51199,"""York, (VA)""",121.4,"26.6 - 148.6 (644)",17596
51530,"""Buena Vista, (VA)""",176.8,"175.6 - 204.1 (644)",17302
51540,"""Charlottesville, (VA)""",114.7,"26.6 - 148.6 (644)",18128
51550,"""Chesapeake, (VA)""",173.9,"148.7 - 175.5 (644)",19351
51570,"""Colonial Heights, (VA)""",157.7,"148.7 - 175.5 (644)",17023
51580,"""Covington, (VA)""",332.8,"242.9 - 651.5 (644)",17169
51590,"""Danville, (VA)""",238.4,"204.2 - 242.8 (644)",20986
51595,"""Emporia, (VA)""",348.3,"242.9 - 651.5 (644)",17145
51620,"""Franklin City, (VA)""",232.9,"204.2 - 242.8 (644)",16617
51630,"""Fredericksburg, (VA)""",142.5,"26.6 - 148.6 (644)",18016
51650,"""Hampton, (VA)""",198.2,"175.6 - 204.1 (644)",18970
51670,"""Hopewell, (VA)""",197.1,"175.6 - 204.1 (644)",21675
51678,"""Lexington, (VA)""",155.2,"148.7 - 175.5 (644)",19815
51680,"""Lynchburg, (VA)""",166.9,"148.7 - 175.5 (644)",20768
51690,"""Martinsville, (VA)""",309.4,"242.9 - 651.5 (644)",22073
51700,"""Newport News, (VA)""",172.9,"148.7 - 175.5 (644)",19131
51710,"""Norfolk, (VA)""",198.5,"175.6 - 204.1 (644)",20975
51730,"""Petersburg, (VA)""",257.1,"242.9 - 651.5 (644)",25089
51735,"""Poquoson, (VA)""",165.5,"148.7 - 175.5 (644)",17525
51740,"""Portsmouth, (VA)""",201.6,"175.6 - 204.1 (644)",19483
51750,"""Radford, (VA)""",185.4,"175.6 - 204.1 (644)",19987
51760,"""Richmond City, (VA)""",155,"148.7 - 175.5 (644)",22752
51770,"""Roanoke City, (VA)""",181.7,"175.6 - 204.1 (644)",20905
51775,"""Salem, (VA)""",177.9,"175.6 - 204.1 (644)",20886
51790,"""Staunton, (VA)""",205.8,"204.2 - 242.8 (644)",17791
51800,"""Suffolk, (VA)""",166.1,"148.7 - 175.5 (644)",18031
51810,"""Virginia Beach, (VA)""",134,"26.6 - 148.6 (644)",19358
51820,"""Waynesboro, (VA)""",180.2,"175.6 - 204.1 (644)",17788
51830,"""Williamsburg, (VA)""",126.6,"26.6 - 148.6 (644)",14711
54025,"""Greenbrier, (WV)""",192.7,"175.6 - 204.1 (644)",19363
54063,"""Monroe, (WV)""",202.1,"175.6 - 204.1 (644)",18874
10001,"""Kent, (DE)""",207.4,"204.2 - 242.8 (644)",19508
10003,"""New Castle, (DE)""",157.4,"148.7 - 175.5 (644)",18924
10005,"""Sussex, (DE)""",206.2,"204.2 - 242.8 (644)",17591
11001,"""District of Columbia, (DC)""",214.5,"204.2 - 242.8 (644)",23419
24001,"""Allegany, (MD)""",247.4,"242.9 - 651.5 (644)",21055
24003,"""Anne Arundel, (MD)""",160.1,"148.7 - 175.5 (644)",19066
24005,"""Baltimore County, (MD)""",211.8,"204.2 - 242.8 (644)",21065
24009,"""Calvert, (MD)""",204.9,"204.2 - 242.8 (644)",17824
24011,"""Caroline, (MD)""",236.8,"204.2 - 242.8 (644)",19871
24013,"""Carroll, (MD)""",183.4,"175.6 - 204.1 (644)",17677
24015,"""Cecil, (MD)""",208.4,"204.2 - 242.8 (644)",20517
24017,"""Charles, (MD)""",159.7,"148.7 - 175.5 (644)",21543
