"cnty_fips","display_name","Value","theme_range","total_inc"
18181,"""White, (IN)""",195.8,"175.6 - 204.1 (644)",12337
18183,"""Whitley, (IN)""",168,"148.7 - 175.5 (644)",11427
21015,"""Boone, (KY)""",167.3,"148.7 - 175.5 (644)",14065
21023,"""Bracken, (KY)""",186.3,"175.6 - 204.1 (644)",16027
21037,"""Campbell, (KY)""",155.7,"148.7 - 175.5 (644)",15964
21041,"""Carroll, (KY)""",231.2,"204.2 - 242.8 (644)",16576
21077,"""Gallatin, (KY)""",196,"175.6 - 204.1 (644)",15965
21081,"""Grant, (KY)""",219.4,"204.2 - 242.8 (644)",15517
21089,"""Greenup, (KY)""",204.3,"204.2 - 242.8 (644)",12742
21097,"""Harrison, (KY)""",313.9,"242.9 - 651.5 (644)",10391
21103,"""Henry, (KY)""",155.3,"148.7 - 175.5 (644)",15290
21117,"""Kenton, (KY)""",153.9,"148.7 - 175.5 (644)",15052
21135,"""Lewis, (KY)""",300.7,"242.9 - 651.5 (644)",18580
21161,"""Mason, (KY)""",238.5,"204.2 - 242.8 (644)",12438
21185,"""Oldham, (KY)""",142,"26.6 - 148.6 (644)",11419
21187,"""Owen, (KY)""",230.9,"204.2 - 242.8 (644)",17178
21191,"""Pendleton, (KY)""",226.5,"204.2 - 242.8 (644)",12819
21201,"""Robertson, (KY)""",301,"242.9 - 651.5 (644)",16073
21223,"""Trimble, (KY)""",253.5,"242.9 - 651.5 (644)",15421
26005,"""Allegan, (MI)""",156.8,"148.7 - 175.5 (644)",11368
26011,"""Arenac, (MI)""",331.8,"242.9 - 651.5 (644)",15402
26015,"""Barry, (MI)""",179.8,"175.6 - 204.1 (644)",10826
26017,"""Bay, (MI)""",352.8,"242.9 - 651.5 (644)",14749
26019,"""Benzie, (MI)""",135,"26.6 - 148.6 (644)",10237
26021,"""Berrien, (MI)""",249.7,"242.9 - 651.5 (644)",11871
26023,"""Branch, (MI)""",202.8,"175.6 - 204.1 (644)",12208
26025,"""Calhoun, (MI)""",223.3,"204.2 - 242.8 (644)",14946
26027,"""Cass, (MI)""",207.5,"204.2 - 242.8 (644)",11270
26035,"""Clare, (MI)""",250.5,"242.9 - 651.5 (644)",13448
26037,"""Clinton, (MI)""",146.7,"26.6 - 148.6 (644)",12570
26045,"""Eaton, (MI)""",164.3,"148.7 - 175.5 (644)",14433
26049,"""Genesee, (MI)""",224.8,"204.2 - 242.8 (644)",15285
26051,"""Gladwin, (MI)""",275.8,"242.9 - 651.5 (644)",14121
26057,"""Gratiot, (MI)""",280.4,"242.9 - 651.5 (644)",14098
26059,"""Hillsdale, (MI)""",253.1,"242.9 - 651.5 (644)",13893
26063,"""Huron, (MI)""",285.2,"242.9 - 651.5 (644)",14178
26065,"""Ingham, (MI)""",163.5,"148.7 - 175.5 (644)",14472
26067,"""Ionia, (MI)""",189.5,"175.6 - 204.1 (644)",13956
26069,"""Iosco, (MI)""",306.8,"242.9 - 651.5 (644)",13020
26073,"""Isabella, (MI)""",221.2,"204.2 - 242.8 (644)",13754
26075,"""Jackson, (MI)""",266.2,"242.9 - 651.5 (644)",14295
26077,"""Kalamazoo, (MI)""",152.4,"148.7 - 175.5 (644)",12227
26081,"""Kent, (MI)""",204,"175.6 - 204.1 (644)",13536
26085,"""Lake, (MI)""",224.9,"204.2 - 242.8 (644)",14697
26087,"""Lapeer, (MI)""",215.6,"204.2 - 242.8 (644)",16691
26091,"""Lenawee, (MI)""",245.3,"242.9 - 651.5 (644)",13103
26093,"""Livingston, (MI)""",225.4,"204.2 - 242.8 (644)",12552
26099,"""Macomb, (MI)""",215.5,"204.2 - 242.8 (644)",15196
26101,"""Manistee, (MI)""",203.1,"175.6 - 204.1 (644)",12625
26105,"""Mason, (MI)""",204.9,"204.2 - 242.8 (644)",13711
26107,"""Mecosta, (MI)""",236.2,"204.2 - 242.8 (644)",14002
26111,"""Midland, (MI)""",153.6,"148.7 - 175.5 (644)",13024
26113,"""Missaukee, (MI)""",172.4,"148.7 - 175.5 (644)",10672
26115,"""Monroe, (MI)""",229.8,"204.2 - 242.8 (644)",14679
26117,"""Montcalm, (MI)""",226.2,"204.2 - 242.8 (644)",13068
26121,"""Muskegon, (MI)""",158.2,"148.7 - 175.5 (644)",15383
26123,"""Newaygo, (MI)""",189.7,"175.6 - 204.1 (644)",14685
26125,"""Oakland, (MI)""",222.1,"204.2 - 242.8 (644)",14422
26127,"""Oceana, (MI)""",211.7,"204.2 - 242.8 (644)",13242
26129,"""Ogemaw, (MI)""",295.3,"242.9 - 651.5 (644)",15071
26133,"""Osceola, (MI)""",237.5,"204.2 - 242.8 (644)",11364
26139,"""Ottawa, (MI)""",144.3,"26.6 - 148.6 (644)",11490
26143,"""Roscommon, (MI)""",263.4,"242.9 - 651.5 (644)",13219
26145,"""Saginaw, (MI)""",204.1,"175.6 - 204.1 (644)",16622
26147,"""St. Clair, (MI)""",257.3,"242.9 - 651.5 (644)",13447
26149,"""St. Joseph, (MI)""",239.5,"204.2 - 242.8 (644)",11261
26151,"""Sanilac, (MI)""",301.3,"242.9 - 651.5 (644)",13842
26155,"""Shiawassee, (MI)""",207.1,"204.2 - 242.8 (644)",12006
26157,"""Tuscola, (MI)""",271.4,"242.9 - 651.5 (644)",15065
26159,"""Van Buren, (MI)""",197.4,"175.6 - 204.1 (644)",11623
26161,"""Washtenaw, (MI)""",165.2,"148.7 - 175.5 (644)",13770
26163,"""Wayne, (MI)""",282.4,"242.9 - 651.5 (644)",18149
26165,"""Wexford, (MI)""",202.9,"175.6 - 204.1 (644)",11587
39001,"""Adams, (OH)""",256.8,"242.9 - 651.5 (644)",18219
39003,"""Allen, (OH)""",253.4,"242.9 - 651.5 (644)",13982
39005,"""Ashland, (OH)""",202.6,"175.6 - 204.1 (644)",13250
39007,"""Ashtabula, (OH)""",263.3,"242.9 - 651.5 (644)",17523
39009,"""Athens, (OH)""",209.3,"204.2 - 242.8 (644)",13750
39011,"""Auglaize, (OH)""",233.7,"204.2 - 242.8 (644)",13558
39013,"""Belmont, (OH)""",272.4,"242.9 - 651.5 (644)",15116
39015,"""Brown, (OH)""",208,"204.2 - 242.8 (644)",14865
39017,"""Butler, (OH)""",170.8,"148.7 - 175.5 (644)",14082
39019,"""Carroll, (OH)""",190.2,"175.6 - 204.1 (644)",11937
39021,"""Champaign, (OH)""",207.1,"204.2 - 242.8 (644)",14689
39023,"""Clark, (OH)""",252.9,"242.9 - 651.5 (644)",15532
39025,"""Clermont, (OH)""",173.5,"148.7 - 175.5 (644)",14227
39027,"""Clinton, (OH)""",195.2,"175.6 - 204.1 (644)",13418
39029,"""Columbiana, (OH)""",242.4,"204.2 - 242.8 (644)",15717
39031,"""Coshocton, (OH)""",259.1,"242.9 - 651.5 (644)",13767
39033,"""Crawford, (OH)""",253.1,"242.9 - 651.5 (644)",16176
39035,"""Cuyahoga, (OH)""",217,"204.2 - 242.8 (644)",15602
39037,"""Darke, (OH)""",253.2,"242.9 - 651.5 (644)",12423
39039,"""Defiance, (OH)""",175.4,"148.7 - 175.5 (644)",14696
39041,"""Delaware, (OH)""",134.9,"26.6 - 148.6 (644)",10884
39043,"""Erie, (OH)""",205.4,"204.2 - 242.8 (644)",14602
39045,"""Fairfield, (OH)""",183.9,"175.6 - 204.1 (644)",15543
39047,"""Fayette, (OH)""",225.3,"204.2 - 242.8 (644)",16645
39049,"""Franklin, (OH)""",156.2,"148.7 - 175.5 (644)",14615
39051,"""Fulton, (OH)""",232.8,"204.2 - 242.8 (644)",13408
39053,"""Gallia, (OH)""",303.6,"242.9 - 651.5 (644)",17761
39055,"""Geauga, (OH)""",156.5,"148.7 - 175.5 (644)",12383
39057,"""Greene, (OH)""",167.3,"148.7 - 175.5 (644)",14689
39059,"""Guernsey, (OH)""",252.7,"242.9 - 651.5 (644)",14905
39061,"""Hamilton, (OH)""",164.5,"148.7 - 175.5 (644)",14693
39063,"""Hancock, (OH)""",183.3,"175.6 - 204.1 (644)",12317
39065,"""Hardin, (OH)""",300.7,"242.9 - 651.5 (644)",13799
39067,"""Harrison, (OH)""",296.4,"242.9 - 651.5 (644)",15822
39069,"""Henry, (OH)""",193.3,"175.6 - 204.1 (644)",12677
39071,"""Highland, (OH)""",225.4,"204.2 - 242.8 (644)",17812
39073,"""Hocking, (OH)""",237.4,"204.2 - 242.8 (644)",16373
39075,"""Holmes, (OH)""",205.4,"204.2 - 242.8 (644)",13339
39077,"""Huron, (OH)""",192.1,"175.6 - 204.1 (644)",14593
39079,"""Jackson, (OH)""",338,"242.9 - 651.5 (644)",15311
39081,"""Jefferson, (OH)""",362.9,"242.9 - 651.5 (644)",19269
39083,"""Knox, (OH)""",185.7,"175.6 - 204.1 (644)",14504
39085,"""Lake, (OH)""",216.1,"204.2 - 242.8 (644)",14181
39087,"""Lawrence, (OH)""",239.8,"204.2 - 242.8 (644)",15678
39089,"""Licking, (OH)""",162.2,"148.7 - 175.5 (644)",12921
39091,"""Logan, (OH)""",240.6,"204.2 - 242.8 (644)",15172
39093,"""Lorain, (OH)""",173.6,"148.7 - 175.5 (644)",15106
39095,"""Lucas, (OH)""",253.8,"242.9 - 651.5 (644)",15569
39097,"""Madison, (OH)""",159,"148.7 - 175.5 (644)",13205
39099,"""Mahoning, (OH)""",198.6,"175.6 - 204.1 (644)",14231
39101,"""Marion, (OH)""",185.8,"175.6 - 204.1 (644)",14653
39103,"""Medina, (OH)""",163.9,"148.7 - 175.5 (644)",14259
39105,"""Meigs, (OH)""",252,"242.9 - 651.5 (644)",16024
39107,"""Mercer, (OH)""",419.8,"242.9 - 651.5 (644)",11346
39109,"""Miami, (OH)""",165.2,"148.7 - 175.5 (644)",13611
39111,"""Monroe, (OH)""",237.3,"204.2 - 242.8 (644)",13324
39113,"""Montgomery, (OH)""",184.4,"175.6 - 204.1 (644)",16120
39115,"""Morgan, (OH)""",176.9,"175.6 - 204.1 (644)",13694
39117,"""Morrow, (OH)""",238.7,"204.2 - 242.8 (644)",15513
39119,"""Muskingum, (OH)""",152.3,"148.7 - 175.5 (644)",14326
39121,"""Noble, (OH)""",170.5,"148.7 - 175.5 (644)",14586
39123,"""Ottawa, (OH)""",229.5,"204.2 - 242.8 (644)",14215
39125,"""Paulding, (OH)""",187.6,"175.6 - 204.1 (644)",17104
39127,"""Perry, (OH)""",310.4,"242.9 - 651.5 (644)",15193
39129,"""Pickaway, (OH)""",234.2,"204.2 - 242.8 (644)",14285
39131,"""Pike, (OH)""",233.3,"204.2 - 242.8 (644)",16777
39133,"""Portage, (OH)""",208.9,"204.2 - 242.8 (644)",14634
39135,"""Preble, (OH)""",200.9,"175.6 - 204.1 (644)",13777
39137,"""Putnam, (OH)""",188.3,"175.6 - 204.1 (644)",13206
39139,"""Richland, (OH)""",208.7,"204.2 - 242.8 (644)",14976
39141,"""Ross, (OH)""",222.5,"204.2 - 242.8 (644)",16895
39143,"""Sandusky, (OH)""",230.7,"204.2 - 242.8 (644)",14112
39145,"""Scioto, (OH)""",393.1,"242.9 - 651.5 (644)",17430
39147,"""Seneca, (OH)""",298.3,"242.9 - 651.5 (644)",13863
39149,"""Shelby, (OH)""",209,"204.2 - 242.8 (644)",13202
39151,"""Stark, (OH)""",178.7,"175.6 - 204.1 (644)",14027
39153,"""Summit, (OH)""",164.5,"148.7 - 175.5 (644)",14757
39155,"""Trumbull, (OH)""",199.2,"175.6 - 204.1 (644)",14740
39157,"""Tuscarawas, (OH)""",241,"204.2 - 242.8 (644)",14210
39159,"""Union, (OH)""",189.7,"175.6 - 204.1 (644)",12879
39161,"""Van Wert, (OH)""",237.1,"204.2 - 242.8 (644)",12335
39163,"""Vinton, (OH)""",223.1,"204.2 - 242.8 (644)",16673
39165,"""Warren, (OH)""",167.7,"148.7 - 175.5 (644)",12599
39167,"""Washington, (OH)""",152.7,"148.7 - 175.5 (644)",16712
39169,"""Wayne, (OH)""",208.5,"204.2 - 242.8 (644)",12710
39171,"""Williams, (OH)""",225.4,"204.2 - 242.8 (644)",12117
39173,"""Wood, (OH)""",197.2,"175.6 - 204.1 (644)",13207
39175,"""Wyandot, (OH)""",164.8,"148.7 - 175.5 (644)",12120
54007,"""Braxton, (WV)""",227,"204.2 - 242.8 (644)",12991
54011,"""Cabell, (WV)""",205.1,"204.2 - 242.8 (644)",15167
54013,"""Calhoun, (WV)""",244.8,"242.9 - 651.5 (644)",20140
54015,"""Clay, (WV)""",232,"204.2 - 242.8 (644)",10674
54017,"""Doddridge, (WV)""",279.7,"242.9 - 651.5 (644)",13842
54021,"""Gilmer, (WV)""",302.9,"242.9 - 651.5 (644)",14118
54035,"""Jackson, (WV)""",250.3,"242.9 - 651.5 (644)",15331
54051,"""Marshall, (WV)""",246.4,"242.9 - 651.5 (644)",13047
54053,"""Mason, (WV)""",229.6,"204.2 - 242.8 (644)",13340
54069,"""Ohio, (WV)""",225.4,"204.2 - 242.8 (644)",16860
54073,"""Pleasants, (WV)""",229,"204.2 - 242.8 (644)",17934
54079,"""Putnam, (WV)""",270.9,"242.9 - 651.5 (644)",11340
54085,"""Ritchie, (WV)""",261.9,"242.9 - 651.5 (644)",15800
54087,"""Roane, (WV)""",232.2,"204.2 - 242.8 (644)",13684
54095,"""Tyler, (WV)""",220.6,"204.2 - 242.8 (644)",18298
54103,"""Wetzel, (WV)""",254.9,"242.9 - 651.5 (644)",13146
54105,"""Wirt, (WV)""",258.5,"242.9 - 651.5 (644)",16652
54107,"""Wood, (WV)""",261.8,"242.9 - 651.5 (644)",15728
12011,"""Broward, (FL)""",170.9,"148.7 - 175.5 (644)",15569
12085,"""Martin, (FL)""",155.2,"148.7 - 175.5 (644)",11812
12086,"""Miami-Dade, (FL)""",184.7,"175.6 - 204.1 (644)",17061
12099,"""Palm Beach, (FL)""",164.8,"148.7 - 175.5 (644)",12207
12111,"""St. Lucie, (FL)""",176.5,"175.6 - 204.1 (644)",13320
24037,"""St. Mary's, (MD)""",167.6,"148.7 - 175.5 (644)",13020
24039,"""Somerset, (MD)""",452.9,"242.9 - 651.5 (644)",13698
24047,"""Worcester, (MD)""",231.1,"204.2 - 242.8 (644)",12750
37001,"""Alamance, (NC)""",169.2,"148.7 - 175.5 (644)",12324
37007,"""Anson, (NC)""",214,"204.2 - 242.8 (644)",13488
37013,"""Beaufort, (NC)""",184.6,"175.6 - 204.1 (644)",11526
37015,"""Bertie, (NC)""",162.1,"148.7 - 175.5 (644)",16325
37017,"""Bladen, (NC)""",282.3,"242.9 - 651.5 (644)",15968
37019,"""Brunswick, (NC)""",169.6,"148.7 - 175.5 (644)",10538
37025,"""Cabarrus, (NC)""",144.3,"26.6 - 148.6 (644)",14847
37029,"""Camden, (NC)""",224.9,"204.2 - 242.8 (644)",12601
37031,"""Carteret, (NC)""",188.3,"175.6 - 204.1 (644)",12326
37033,"""Caswell, (NC)""",155.1,"148.7 - 175.5 (644)",13964
37037,"""Chatham, (NC)""",101.2,"26.6 - 148.6 (644)",9713
37041,"""Chowan, (NC)""",187.3,"175.6 - 204.1 (644)",13295
37047,"""Columbus, (NC)""",342,"242.9 - 651.5 (644)",13850
37049,"""Craven, (NC)""",186.9,"175.6 - 204.1 (644)",11237
37051,"""Cumberland, (NC)""",212.1,"204.2 - 242.8 (644)",14489
37053,"""Currituck, (NC)""",236.9,"204.2 - 242.8 (644)",11720
37055,"""Dare, (NC)""",187.4,"175.6 - 204.1 (644)",12151
37057,"""Davidson, (NC)""",181.1,"175.6 - 204.1 (644)",13598
37059,"""Davie, (NC)""",170.7,"148.7 - 175.5 (644)",11030
37061,"""Duplin, (NC)""",187.3,"175.6 - 204.1 (644)",13965
37063,"""Durham, (NC)""",117.2,"26.6 - 148.6 (644)",13412
37065,"""Edgecombe, (NC)""",248.7,"242.9 - 651.5 (644)",16544
37067,"""Forsyth, (NC)""",155.4,"148.7 - 175.5 (644)",12837
37069,"""Franklin, (NC)""",155.9,"148.7 - 175.5 (644)",13919
37073,"""Gates, (NC)""",173,"148.7 - 175.5 (644)",14166
37077,"""Granville, (NC)""",182.2,"175.6 - 204.1 (644)",12543
37079,"""Greene, (NC)""",192.9,"175.6 - 204.1 (644)",16093
37081,"""Guilford, (NC)""",135.1,"26.6 - 148.6 (644)",12559
37083,"""Halifax, (NC)""",179.8,"175.6 - 204.1 (644)",15381
37085,"""Harnett, (NC)""",194.1,"175.6 - 204.1 (644)",14780
37091,"""Hertford, (NC)""",169.1,"148.7 - 175.5 (644)",15356
37093,"""Hoke, (NC)""",199.5,"175.6 - 204.1 (644)",14030
37095,"""Hyde, (NC)""",182.5,"175.6 - 204.1 (644)",11655
37101,"""Johnston, (NC)""",186.6,"175.6 - 204.1 (644)",14089
37103,"""Jones, (NC)""",188.6,"175.6 - 204.1 (644)",11534
37105,"""Lee, (NC)""",177.7,"175.6 - 204.1 (644)",11433
37107,"""Lenoir, (NC)""",193.5,"175.6 - 204.1 (644)",14367
37117,"""Martin, (NC)""",233.2,"204.2 - 242.8 (644)",14437
37123,"""Montgomery, (NC)""",185.6,"175.6 - 204.1 (644)",14692
37125,"""Moore, (NC)""",157.2,"148.7 - 175.5 (644)",11221
37127,"""Nash, (NC)""",197.4,"175.6 - 204.1 (644)",14588
37129,"""New Hanover, (NC)""",125.6,"26.6 - 148.6 (644)",10663
37131,"""Northampton, (NC)""",158.2,"148.7 - 175.5 (644)",13675
37133,"""Onslow, (NC)""",179.9,"175.6 - 204.1 (644)",12225
37135,"""Orange, (NC)""",109.6,"26.6 - 148.6 (644)",10850
37137,"""Pamlico, (NC)""",185.8,"175.6 - 204.1 (644)",9934
37139,"""Pasquotank, (NC)""",320.5,"242.9 - 651.5 (644)",12735
37141,"""Pender, (NC)""",175.1,"148.7 - 175.5 (644)",12452
37143,"""Perquimans, (NC)""",252.6,"242.9 - 651.5 (644)",12738
37145,"""Person, (NC)""",184.7,"175.6 - 204.1 (644)",13179
37147,"""Pitt, (NC)""",185,"175.6 - 204.1 (644)",14775
37151,"""Randolph, (NC)""",183,"175.6 - 204.1 (644)",12785
37153,"""Richmond, (NC)""",276.2,"242.9 - 651.5 (644)",13847
37155,"""Robeson, (NC)""",262.7,"242.9 - 651.5 (644)",15442
37157,"""Rockingham, (NC)""",192.3,"175.6 - 204.1 (644)",12218
37159,"""Rowan, (NC)""",186.1,"175.6 - 204.1 (644)",13170
37163,"""Sampson, (NC)""",214,"204.2 - 242.8 (644)",13557
37165,"""Scotland, (NC)""",229.2,"204.2 - 242.8 (644)",13063
37167,"""Stanly, (NC)""",239,"204.2 - 242.8 (644)",15209
37169,"""Stokes, (NC)""",188.4,"175.6 - 204.1 (644)",12976
37177,"""Tyrrell, (NC)""",195.4,"175.6 - 204.1 (644)",14687
37179,"""Union, (NC)""",118.7,"26.6 - 148.6 (644)",12775
37181,"""Vance, (NC)""",209.9,"204.2 - 242.8 (644)",16996
37183,"""Wake, (NC)""",112.3,"26.6 - 148.6 (644)",12346
37185,"""Warren, (NC)""",225.3,"204.2 - 242.8 (644)",13184
37187,"""Washington, (NC)""",182.8,"175.6 - 204.1 (644)",15382
37191,"""Wayne, (NC)""",198.9,"175.6 - 204.1 (644)",12950
37195,"""Wilson, (NC)""",184.2,"175.6 - 204.1 (644)",14301
45015,"""Berkeley, (SC)""",132.9,"26.6 - 148.6 (644)",12847
45019,"""Charleston, (SC)""",150.1,"148.7 - 175.5 (644)",12107
45025,"""Chesterfield, (SC)""",269.2,"242.9 - 651.5 (644)",14654
45027,"""Clarendon, (SC)""",182,"175.6 - 204.1 (644)",12824
45031,"""Darlington, (SC)""",152.5,"148.7 - 175.5 (644)",15085
45033,"""Dillon, (SC)""",213.5,"204.2 - 242.8 (644)",14971
45035,"""Dorchester, (SC)""",142.8,"26.6 - 148.6 (644)",13665
45041,"""Florence, (SC)""",171.6,"148.7 - 175.5 (644)",15317
45043,"""Georgetown, (SC)""",189,"175.6 - 204.1 (644)",11154
45051,"""Horry, (SC)""",176.7,"175.6 - 204.1 (644)",11622
45055,"""Kershaw, (SC)""",163.7,"148.7 - 175.5 (644)",11059
45061,"""Lee, (SC)""",387.6,"242.9 - 651.5 (644)",16150
45067,"""Marion, (SC)""",184.6,"175.6 - 204.1 (644)",15865
45069,"""Marlboro, (SC)""",139.2,"26.6 - 148.6 (644)",13915
45085,"""Sumter, (SC)""",145.4,"26.6 - 148.6 (644)",13862
45089,"""Williamsburg, (SC)""",147.3,"26.6 - 148.6 (644)",16175
51001,"""Accomack, (VA)""",291.4,"242.9 - 651.5 (644)",13044
51003,"""Albemarle, (VA)""",94.2,"26.6 - 148.6 (644)",12424
51005,"""Alleghany, (VA)""",192.5,"175.6 - 204.1 (644)",14458
51007,"""Amelia, (VA)""",196.6,"175.6 - 204.1 (644)",16818
51009,"""Amherst, (VA)""",167.1,"148.7 - 175.5 (644)",13337
51011,"""Appomattox, (VA)""",212.9,"204.2 - 242.8 (644)",13521
51015,"""Augusta, (VA)""",141.4,"26.6 - 148.6 (644)",12031
51017,"""Bath, (VA)""",164.3,"148.7 - 175.5 (644)",22517
51019,"""Bedford County, (VA)""",145.7,"26.6 - 148.6 (644)",13111
51023,"""Botetourt, (VA)""",137.9,"26.6 - 148.6 (644)",13982
51025,"""Brunswick, (VA)""",230.1,"204.2 - 242.8 (644)",14106
51029,"""Buckingham, (VA)""",205.3,"204.2 - 242.8 (644)",15083
51031,"""Campbell, (VA)""",179.4,"175.6 - 204.1 (644)",15021
51033,"""Caroline, (VA)""",169.4,"148.7 - 175.5 (644)",12755
51036,"""Charles City, (VA)""",165.9,"148.7 - 175.5 (644)",12084
51037,"""Charlotte, (VA)""",210.7,"204.2 - 242.8 (644)",15698
51041,"""Chesterfield, (VA)""",131.1,"26.6 - 148.6 (644)",12926
51045,"""Craig, (VA)""",144.8,"26.6 - 148.6 (644)",12654
51049,"""Cumberland, (VA)""",145.2,"26.6 - 148.6 (644)",13846
51053,"""Dinwiddie, (VA)""",193.9,"175.6 - 204.1 (644)",15559
51057,"""Essex, (VA)""",190.1,"175.6 - 204.1 (644)",14106
51063,"""Floyd, (VA)""",151.4,"148.7 - 175.5 (644)",11685
51065,"""Fluvanna, (VA)""",147.8,"26.6 - 148.6 (644)",10857
51067,"""Franklin County, (VA)""",123,"26.6 - 148.6 (644)",12144
51073,"""Gloucester, (VA)""",167.9,"148.7 - 175.5 (644)",12369
51075,"""Goochland, (VA)""",130.5,"26.6 - 148.6 (644)",12864
51079,"""Greene, (VA)""",142.3,"26.6 - 148.6 (644)",13105
51081,"""Greensville, (VA)""",355.2,"242.9 - 651.5 (644)",17668
51083,"""Halifax, (VA)""",187.3,"175.6 - 204.1 (644)",12346
51085,"""Hanover, (VA)""",156.7,"148.7 - 175.5 (644)",12937
51087,"""Henrico, (VA)""",150.5,"148.7 - 175.5 (644)",13691
51089,"""Henry, (VA)""",201.2,"175.6 - 204.1 (644)",14501
51093,"""Isle of Wight, (VA)""",163.1,"148.7 - 175.5 (644)",11912
51095,"""James City, (VA)""",140.6,"26.6 - 148.6 (644)",10987
51097,"""King and Queen, (VA)""",188.6,"175.6 - 204.1 (644)",12120
51099,"""King George, (VA)""",131.1,"26.6 - 148.6 (644)",13783
51101,"""King William, (VA)""",195.6,"175.6 - 204.1 (644)",12460
51103,"""Lancaster, (VA)""",172.8,"148.7 - 175.5 (644)",11721
51109,"""Louisa, (VA)""",189.1,"175.6 - 204.1 (644)",12357
51111,"""Lunenburg, (VA)""",233.5,"204.2 - 242.8 (644)",14231
51115,"""Mathews, (VA)""",173.8,"148.7 - 175.5 (644)",10035
51117,"""Mecklenburg, (VA)""",215.1,"204.2 - 242.8 (644)",12959
51119,"""Middlesex, (VA)""",187.9,"175.6 - 204.1 (644)",12401
51121,"""Montgomery, (VA)""",163.8,"148.7 - 175.5 (644)",14416
51125,"""Nelson, (VA)""",175.7,"175.6 - 204.1 (644)",11971
51127,"""New Kent, (VA)""",172,"148.7 - 175.5 (644)",13446
51131,"""Northampton, (VA)""",246.5,"242.9 - 651.5 (644)",12468
51133,"""Northumberland, (VA)""",179,"175.6 - 204.1 (644)",12102
51135,"""Nottoway, (VA)""",246.4,"242.9 - 651.5 (644)",12339
51137,"""Orange, (VA)""",159.3,"148.7 - 175.5 (644)",11245
51141,"""Patrick, (VA)""",253.7,"242.9 - 651.5 (644)",12434
51143,"""Pittsylvania, (VA)""",183.2,"175.6 - 204.1 (644)",12852
51145,"""Powhatan, (VA)""",137.1,"26.6 - 148.6 (644)",12770
51147,"""Prince Edward, (VA)""",200.7,"175.6 - 204.1 (644)",16121
51149,"""Prince George, (VA)""",117,"26.6 - 148.6 (644)",15207
51159,"""Richmond County, (VA)""",186,"175.6 - 204.1 (644)",12027
51161,"""Roanoke County, (VA)""",131.1,"26.6 - 148.6 (644)",11832
51163,"""Rockbridge, (VA)""",139,"26.6 - 148.6 (644)",11545
51175,"""Southampton, (VA)""",210.5,"204.2 - 242.8 (644)",13209
51177,"""Spotsylvania, (VA)""",140.7,"26.6 - 148.6 (644)",13431
51181,"""Surry, (VA)""",154.9,"148.7 - 175.5 (644)",10730
51183,"""Sussex, (VA)""",147.7,"26.6 - 148.6 (644)",19028
51193,"""Westmoreland, (VA)""",181.2,"175.6 - 204.1 (644)",12250
51199,"""York, (VA)""",121.4,"26.6 - 148.6 (644)",11593
51530,"""Buena Vista, (VA)""",176.8,"175.6 - 204.1 (644)",12710
51540,"""Charlottesville, (VA)""",114.7,"26.6 - 148.6 (644)",12031
51550,"""Chesapeake, (VA)""",173.9,"148.7 - 175.5 (644)",13217
51570,"""Colonial Heights, (VA)""",157.7,"148.7 - 175.5 (644)",11610
51580,"""Covington, (VA)""",332.8,"242.9 - 651.5 (644)",11765
51590,"""Danville, (VA)""",238.4,"204.2 - 242.8 (644)",15579
51595,"""Emporia, (VA)""",348.3,"242.9 - 651.5 (644)",11987
51620,"""Franklin City, (VA)""",232.9,"204.2 - 242.8 (644)",10571
51630,"""Fredericksburg, (VA)""",142.5,"26.6 - 148.6 (644)",12291
51650,"""Hampton, (VA)""",198.2,"175.6 - 204.1 (644)",13421
51670,"""Hopewell, (VA)""",197.1,"175.6 - 204.1 (644)",16567
51678,"""Lexington, (VA)""",155.2,"148.7 - 175.5 (644)",14056
51680,"""Lynchburg, (VA)""",166.9,"148.7 - 175.5 (644)",14542
51690,"""Martinsville, (VA)""",309.4,"242.9 - 651.5 (644)",16280
51700,"""Newport News, (VA)""",172.9,"148.7 - 175.5 (644)",13139
51710,"""Norfolk, (VA)""",198.5,"175.6 - 204.1 (644)",14630
51730,"""Petersburg, (VA)""",257.1,"242.9 - 651.5 (644)",20255
51735,"""Poquoson, (VA)""",165.5,"148.7 - 175.5 (644)",11474
51740,"""Portsmouth, (VA)""",201.6,"175.6 - 204.1 (644)",13620
51750,"""Radford, (VA)""",185.4,"175.6 - 204.1 (644)",14337
51760,"""Richmond City, (VA)""",155,"148.7 - 175.5 (644)",16789
51770,"""Roanoke City, (VA)""",181.7,"175.6 - 204.1 (644)",15153
51775,"""Salem, (VA)""",177.9,"175.6 - 204.1 (644)",15433
51790,"""Staunton, (VA)""",205.8,"204.2 - 242.8 (644)",12081
51800,"""Suffolk, (VA)""",166.1,"148.7 - 175.5 (644)",12034
51810,"""Virginia Beach, (VA)""",134,"26.6 - 148.6 (644)",13130
51820,"""Waynesboro, (VA)""",180.2,"175.6 - 204.1 (644)",11744
51830,"""Williamsburg, (VA)""",126.6,"26.6 - 148.6 (644)",8395
54025,"""Greenbrier, (WV)""",192.7,"175.6 - 204.1 (644)",14089
54063,"""Monroe, (WV)""",202.1,"175.6 - 204.1 (644)",13307
10001,"""Kent, (DE)""",207.4,"204.2 - 242.8 (644)",13290
10003,"""New Castle, (DE)""",157.4,"148.7 - 175.5 (644)",12959
