"cnty_fips","display_name","Value","theme_range","ou_inc"
48293,"""Limestone, (TX)""",223.2,"204.2 - 242.8 (644)",3029
48297,"""Live Oak, (TX)""",163.5,"148.7 - 175.5 (644)",1299
48299,"""Llano, (TX)""",144.6,"26.6 - 148.6 (644)",2275
48301,"""Loving, (TX)""",288,"242.9 - 651.5 (644)",-9999
48307,"""McCulloch, (TX)""",176.2,"175.6 - 204.1 (644)",4237
48309,"""McLennan, (TX)""",224.1,"204.2 - 242.8 (644)",2449
48311,"""McMullen, (TX)""",188.8,"175.6 - 204.1 (644)",1786
48313,"""Madison, (TX)""",225.5,"204.2 - 242.8 (644)",2709
48319,"""Mason, (TX)""",153,"148.7 - 175.5 (644)",1759
48321,"""Matagorda, (TX)""",217.8,"204.2 - 242.8 (644)",2238
48323,"""Maverick, (TX)""",138.3,"26.6 - 148.6 (644)",1564
48325,"""Medina, (TX)""",200.4,"175.6 - 204.1 (644)",1464
48327,"""Menard, (TX)""",214.9,"204.2 - 242.8 (644)",3629
48329,"""Midland, (TX)""",229.7,"204.2 - 242.8 (644)",1263
48331,"""Milam, (TX)""",220,"204.2 - 242.8 (644)",3443
48333,"""Mills, (TX)""",166.4,"148.7 - 175.5 (644)",3193
48339,"""Montgomery, (TX)""",146.9,"26.6 - 148.6 (644)",1807
48347,"""Nacogdoches, (TX)""",199.2,"175.6 - 204.1 (644)",2206
48349,"""Navarro, (TX)""",228.8,"204.2 - 242.8 (644)",1892
48351,"""Newton, (TX)""",324.3,"242.9 - 651.5 (644)",2261
48355,"""Nueces, (TX)""",172.5,"148.7 - 175.5 (644)",1237
48361,"""Orange, (TX)""",292.4,"242.9 - 651.5 (644)",1559
48371,"""Pecos, (TX)""",181.4,"175.6 - 204.1 (644)",3205
48373,"""Polk, (TX)""",232.7,"204.2 - 242.8 (644)",2093
48377,"""Presidio, (TX)""",108.7,"26.6 - 148.6 (644)",2664
48383,"""Reagan, (TX)""",245.2,"242.9 - 651.5 (644)",4364
48385,"""Real, (TX)""",178.3,"175.6 - 204.1 (644)",2164
48389,"""Reeves, (TX)""",250.6,"242.9 - 651.5 (644)",2240
48391,"""Refugio, (TX)""",189.1,"175.6 - 204.1 (644)",2133
48395,"""Robertson, (TX)""",250.4,"242.9 - 651.5 (644)",2163
48399,"""Runnels, (TX)""",190.4,"175.6 - 204.1 (644)",2924
48403,"""Sabine, (TX)""",310.5,"242.9 - 651.5 (644)",2358
48405,"""San Augustine, (TX)""",182.2,"175.6 - 204.1 (644)",1808
48407,"""San Jacinto, (TX)""",182.1,"175.6 - 204.1 (644)",1628
48409,"""San Patricio, (TX)""",184.2,"175.6 - 204.1 (644)",1679
48411,"""San Saba, (TX)""",157.5,"148.7 - 175.5 (644)",2292
48413,"""Schleicher, (TX)""",95.2,"26.6 - 148.6 (644)",5764
48419,"""Shelby, (TX)""",240.6,"204.2 - 242.8 (644)",1756
48427,"""Starr, (TX)""",203.3,"175.6 - 204.1 (644)",2247
48431,"""Sterling, (TX)""",227.1,"204.2 - 242.8 (644)",944
48435,"""Sutton, (TX)""",179.2,"175.6 - 204.1 (644)",3301
48443,"""Terrell, (TX)""",180,"175.6 - 204.1 (644)",1217
48451,"""Tom Green, (TX)""",123,"26.6 - 148.6 (644)",2543
48453,"""Travis, (TX)""",126.9,"26.6 - 148.6 (644)",1558
48455,"""Trinity, (TX)""",209.9,"204.2 - 242.8 (644)",1844
48457,"""Tyler, (TX)""",284,"242.9 - 651.5 (644)",1512
48461,"""Upton, (TX)""",297.8,"242.9 - 651.5 (644)",3962
48463,"""Uvalde, (TX)""",201,"175.6 - 204.1 (644)",3894
48465,"""Val Verde, (TX)""",172.7,"148.7 - 175.5 (644)",2108
48469,"""Victoria, (TX)""",174.1,"148.7 - 175.5 (644)",1588
48471,"""Walker, (TX)""",152.7,"148.7 - 175.5 (644)",1751
48473,"""Waller, (TX)""",204.1,"175.6 - 204.1 (644)",1717
48475,"""Ward, (TX)""",359,"242.9 - 651.5 (644)",3109
48477,"""Washington, (TX)""",131.6,"26.6 - 148.6 (644)",2257
48479,"""Webb, (TX)""",180.2,"175.6 - 204.1 (644)",1479
48481,"""Wharton, (TX)""",226.6,"204.2 - 242.8 (644)",2131
48489,"""Willacy, (TX)""",209.5,"204.2 - 242.8 (644)",1208
48491,"""Williamson, (TX)""",135.1,"26.6 - 148.6 (644)",1742
48493,"""Wilson, (TX)""",195.8,"175.6 - 204.1 (644)",1453
48495,"""Winkler, (TX)""",327.3,"242.9 - 651.5 (644)",2586
48505,"""Zapata, (TX)""",179.3,"175.6 - 204.1 (644)",600
48507,"""Zavala, (TX)""",244,"242.9 - 651.5 (644)",2474
05007,"""Benton, (AR)""",226.1,"204.2 - 242.8 (644)",1903
05033,"""Crawford, (AR)""",292.7,"242.9 - 651.5 (644)",2275
05047,"""Franklin, (AR)""",309.8,"242.9 - 651.5 (644)",2736
05057,"""Hempstead, (AR)""",283.5,"242.9 - 651.5 (644)",2288
05061,"""Howard, (AR)""",330.8,"242.9 - 651.5 (644)",2913
05081,"""Little River, (AR)""",229.5,"204.2 - 242.8 (644)",2495
05083,"""Logan, (AR)""",284.1,"242.9 - 651.5 (644)",3516
05087,"""Madison, (AR)""",367.8,"242.9 - 651.5 (644)",1629
05091,"""Miller, (AR)""",180.4,"175.6 - 204.1 (644)",1796
05113,"""Polk, (AR)""",248.9,"242.9 - 651.5 (644)",2267
05127,"""Scott, (AR)""",286.7,"242.9 - 651.5 (644)",2701
05131,"""Sebastian, (AR)""",301,"242.9 - 651.5 (644)",1926
05133,"""Sevier, (AR)""",228.3,"204.2 - 242.8 (644)",2342
05143,"""Washington, (AR)""",381,"242.9 - 651.5 (644)",2059
08001,"""Adams, (CO)""",140,"26.6 - 148.6 (644)",2284
08003,"""Alamosa, (CO)""",168.2,"148.7 - 175.5 (644)",3287
08005,"""Arapahoe, (CO)""",107.5,"26.6 - 148.6 (644)",2090
08009,"""Baca, (CO)""",189.6,"175.6 - 204.1 (644)",3788
08011,"""Bent, (CO)""",206.2,"204.2 - 242.8 (644)",2845
08013,"""Boulder, (CO)""",90.1,"26.6 - 148.6 (644)",1715
08014,"""Broomfield, (CO)""",94,"26.6 - 148.6 (644)",2582
08015,"""Chaffee, (CO)""",118.8,"26.6 - 148.6 (644)",3263
08017,"""Cheyenne, (CO)""",147.4,"26.6 - 148.6 (644)",4599
08019,"""Clear Creek, (CO)""",116.9,"26.6 - 148.6 (644)",930
08021,"""Conejos, (CO)""",158.6,"148.7 - 175.5 (644)",3954
08023,"""Costilla, (CO)""",155.9,"148.7 - 175.5 (644)",2960
08025,"""Crowley, (CO)""",139.6,"26.6 - 148.6 (644)",2153
08027,"""Custer, (CO)""",104.4,"26.6 - 148.6 (644)",1144
08031,"""Denver, (CO)""",123.8,"26.6 - 148.6 (644)",2141
08035,"""Douglas, (CO)""",67.2,"26.6 - 148.6 (644)",1910
08037,"""Eagle, (CO)""",56.5,"26.6 - 148.6 (644)",2719
08039,"""Elbert, (CO)""",139,"26.6 - 148.6 (644)",1646
08041,"""El Paso, (CO)""",143.8,"26.6 - 148.6 (644)",1906
08043,"""Fremont, (CO)""",175.6,"175.6 - 204.1 (644)",2757
08047,"""Gilpin, (CO)""",153.9,"148.7 - 175.5 (644)",1918
08049,"""Grand, (CO)""",90.2,"26.6 - 148.6 (644)",2751
08055,"""Huerfano, (CO)""",126.8,"26.6 - 148.6 (644)",2881
08057,"""Jackson, (CO)""",108.5,"26.6 - 148.6 (644)",3073
08059,"""Jefferson, (CO)""",135.9,"26.6 - 148.6 (644)",2008
08061,"""Kiowa, (CO)""",182.3,"175.6 - 204.1 (644)",2907
08063,"""Kit Carson, (CO)""",144.1,"26.6 - 148.6 (644)",3345
08065,"""Lake, (CO)""",70,"26.6 - 148.6 (644)",4330
08069,"""Larimer, (CO)""",102.3,"26.6 - 148.6 (644)",2640
08071,"""Las Animas, (CO)""",174.5,"148.7 - 175.5 (644)",3749
08073,"""Lincoln, (CO)""",129.8,"26.6 - 148.6 (644)",3902
08075,"""Logan, (CO)""",155.2,"148.7 - 175.5 (644)",3387
08087,"""Morgan, (CO)""",127.3,"26.6 - 148.6 (644)",3604
08089,"""Otero, (CO)""",249.8,"242.9 - 651.5 (644)",2862
08093,"""Park, (CO)""",109.7,"26.6 - 148.6 (644)",2016
08095,"""Phillips, (CO)""",166.9,"148.7 - 175.5 (644)",8209
08099,"""Prowers, (CO)""",164.7,"148.7 - 175.5 (644)",3973
08101,"""Pueblo, (CO)""",117.8,"26.6 - 148.6 (644)",2084
08105,"""Rio Grande, (CO)""",161.7,"148.7 - 175.5 (644)",3404
08109,"""Saguache, (CO)""",141.1,"26.6 - 148.6 (644)",2856
08115,"""Sedgwick, (CO)""",243.5,"242.9 - 651.5 (644)",7584
08117,"""Summit, (CO)""",61.3,"26.6 - 148.6 (644)",2328
08119,"""Teller, (CO)""",142.3,"26.6 - 148.6 (644)",2120
08121,"""Washington, (CO)""",126.2,"26.6 - 148.6 (644)",4389
08123,"""Weld, (CO)""",111.1,"26.6 - 148.6 (644)",2605
08125,"""Yuma, (CO)""",128.3,"26.6 - 148.6 (644)",3959
19001,"""Adair, (IA)""",217,"204.2 - 242.8 (644)",4344
19003,"""Adams, (IA)""",259.1,"242.9 - 651.5 (644)",6051
19009,"""Audubon, (IA)""",139.1,"26.6 - 148.6 (644)",3637
19015,"""Boone, (IA)""",206.7,"204.2 - 242.8 (644)",2861
19021,"""Buena Vista, (IA)""",223.1,"204.2 - 242.8 (644)",3282
19025,"""Calhoun, (IA)""",229.4,"204.2 - 242.8 (644)",1974
19027,"""Carroll, (IA)""",167.4,"148.7 - 175.5 (644)",1942
19029,"""Cass, (IA)""",268.2,"242.9 - 651.5 (644)",4270
19035,"""Cherokee, (IA)""",180,"175.6 - 204.1 (644)",2784
19039,"""Clarke, (IA)""",233.7,"204.2 - 242.8 (644)",4565
19041,"""Clay, (IA)""",165.8,"148.7 - 175.5 (644)",2527
19047,"""Crawford, (IA)""",171.9,"148.7 - 175.5 (644)",3417
19049,"""Dallas, (IA)""",164.9,"148.7 - 175.5 (644)",1469
19053,"""Decatur, (IA)""",260.5,"242.9 - 651.5 (644)",3606
19059,"""Dickinson, (IA)""",186.2,"175.6 - 204.1 (644)",2340
19063,"""Emmet, (IA)""",214.3,"204.2 - 242.8 (644)",2940
19071,"""Fremont, (IA)""",156.3,"148.7 - 175.5 (644)",4140
19073,"""Greene, (IA)""",224,"204.2 - 242.8 (644)",3881
19077,"""Guthrie, (IA)""",202.2,"175.6 - 204.1 (644)",1738
19079,"""Hamilton, (IA)""",176.3,"175.6 - 204.1 (644)",2829
19081,"""Hancock, (IA)""",181.3,"175.6 - 204.1 (644)",4263
19085,"""Harrison, (IA)""",195.2,"175.6 - 204.1 (644)",4333
19091,"""Humboldt, (IA)""",311.8,"242.9 - 651.5 (644)",2798
19093,"""Ida, (IA)""",241.3,"204.2 - 242.8 (644)",3155
19109,"""Kossuth, (IA)""",238.2,"204.2 - 242.8 (644)",4134
19119,"""Lyon, (IA)""",157.1,"148.7 - 175.5 (644)",5277
19121,"""Madison, (IA)""",190.3,"175.6 - 204.1 (644)",2717
19129,"""Mills, (IA)""",154.3,"148.7 - 175.5 (644)",2677
19133,"""Monona, (IA)""",385,"242.9 - 651.5 (644)",3817
19137,"""Montgomery, (IA)""",253.9,"242.9 - 651.5 (644)",4098
19141,"""O'Brien, (IA)""",192.1,"175.6 - 204.1 (644)",4334
19143,"""Osceola, (IA)""",171.7,"148.7 - 175.5 (644)",3501
19145,"""Page, (IA)""",241.3,"204.2 - 242.8 (644)",4717
19147,"""Palo Alto, (IA)""",198.8,"175.6 - 204.1 (644)",3899
19149,"""Plymouth, (IA)""",132.2,"26.6 - 148.6 (644)",2748
19151,"""Pocahontas, (IA)""",338.8,"242.9 - 651.5 (644)",2745
19155,"""Pottawattamie, (IA)""",182.6,"175.6 - 204.1 (644)",2432
19159,"""Ringgold, (IA)""",255,"242.9 - 651.5 (644)",4481
19161,"""Sac, (IA)""",224,"204.2 - 242.8 (644)",2652
19165,"""Shelby, (IA)""",149.8,"148.7 - 175.5 (644)",3229
19167,"""Sioux, (IA)""",110.4,"26.6 - 148.6 (644)",4293
19173,"""Taylor, (IA)""",237.7,"204.2 - 242.8 (644)",3411
19175,"""Union, (IA)""",228.4,"204.2 - 242.8 (644)",3746
19187,"""Webster, (IA)""",268.7,"242.9 - 651.5 (644)",1915
19189,"""Winnebago, (IA)""",209.6,"204.2 - 242.8 (644)",3424
19193,"""Woodbury, (IA)""",150.1,"148.7 - 175.5 (644)",1995
19197,"""Wright, (IA)""",227.7,"204.2 - 242.8 (644)",3620
20001,"""Allen, (KS)""",215.5,"204.2 - 242.8 (644)",3753
20003,"""Anderson, (KS)""",194.4,"175.6 - 204.1 (644)",3261
20005,"""Atchison, (KS)""",181.3,"175.6 - 204.1 (644)",3463
20007,"""Barber, (KS)""",223,"204.2 - 242.8 (644)",3267
20009,"""Barton, (KS)""",210.3,"204.2 - 242.8 (644)",2857
20011,"""Bourbon, (KS)""",212.5,"204.2 - 242.8 (644)",2930
20013,"""Brown, (KS)""",251.3,"242.9 - 651.5 (644)",4519
20015,"""Butler, (KS)""",196.7,"175.6 - 204.1 (644)",1728
20017,"""Chase, (KS)""",187.3,"175.6 - 204.1 (644)",4848
20019,"""Chautauqua, (KS)""",296.7,"242.9 - 651.5 (644)",2670
20021,"""Cherokee, (KS)""",283.7,"242.9 - 651.5 (644)",3360
20023,"""Cheyenne, (KS)""",216.3,"204.2 - 242.8 (644)",4954
20025,"""Clark, (KS)""",247.2,"242.9 - 651.5 (644)",5733
20027,"""Clay, (KS)""",156.7,"148.7 - 175.5 (644)",2701
20029,"""Cloud, (KS)""",178.4,"175.6 - 204.1 (644)",2740
20031,"""Coffey, (KS)""",192.8,"175.6 - 204.1 (644)",4344
20033,"""Comanche, (KS)""",228.7,"204.2 - 242.8 (644)",4235
20035,"""Cowley, (KS)""",198.6,"175.6 - 204.1 (644)",2151
20037,"""Crawford, (KS)""",260,"242.9 - 651.5 (644)",3042
20039,"""Decatur, (KS)""",158.6,"148.7 - 175.5 (644)",4760
20041,"""Dickinson, (KS)""",205.4,"204.2 - 242.8 (644)",2945
20043,"""Doniphan, (KS)""",223,"204.2 - 242.8 (644)",3274
20045,"""Douglas, (KS)""",148.9,"148.7 - 175.5 (644)",2546
20047,"""Edwards, (KS)""",226.7,"204.2 - 242.8 (644)",4710
20049,"""Elk, (KS)""",308.5,"242.9 - 651.5 (644)",2537
20051,"""Ellis, (KS)""",168.7,"148.7 - 175.5 (644)",3516
20053,"""Ellsworth, (KS)""",202.3,"175.6 - 204.1 (644)",3497
20055,"""Finney, (KS)""",150.9,"148.7 - 175.5 (644)",2064
20057,"""Ford, (KS)""",238,"204.2 - 242.8 (644)",2011
20059,"""Franklin, (KS)""",191,"175.6 - 204.1 (644)",2497
20061,"""Geary, (KS)""",289.9,"242.9 - 651.5 (644)",2514
20063,"""Gove, (KS)""",173.7,"148.7 - 175.5 (644)",4071
20065,"""Graham, (KS)""",162.7,"148.7 - 175.5 (644)",3724
20067,"""Grant, (KS)""",177,"175.6 - 204.1 (644)",2330
20069,"""Gray, (KS)""",203.6,"175.6 - 204.1 (644)",1384
20071,"""Greeley, (KS)""",135.9,"26.6 - 148.6 (644)",5380
20073,"""Greenwood, (KS)""",210.7,"204.2 - 242.8 (644)",2863
20075,"""Hamilton, (KS)""",153.8,"148.7 - 175.5 (644)",4045
20077,"""Harper, (KS)""",186.4,"175.6 - 204.1 (644)",3886
20079,"""Harvey, (KS)""",193.2,"175.6 - 204.1 (644)",2437
20081,"""Haskell, (KS)""",167.8,"148.7 - 175.5 (644)",3300
20083,"""Hodgeman, (KS)""",224.1,"204.2 - 242.8 (644)",3377
20085,"""Jackson, (KS)""",210.6,"204.2 - 242.8 (644)",3813
20087,"""Jefferson, (KS)""",172.2,"148.7 - 175.5 (644)",1884
20089,"""Jewell, (KS)""",166.1,"148.7 - 175.5 (644)",4880
20091,"""Johnson, (KS)""",114.6,"26.6 - 148.6 (644)",2314
20093,"""Kearny, (KS)""",154.6,"148.7 - 175.5 (644)",4081
20095,"""Kingman, (KS)""",230.5,"204.2 - 242.8 (644)",2909
20097,"""Kiowa, (KS)""",228.7,"204.2 - 242.8 (644)",3101
20099,"""Labette, (KS)""",255.6,"242.9 - 651.5 (644)",2910
20101,"""Lane, (KS)""",153.1,"148.7 - 175.5 (644)",2722
20103,"""Leavenworth, (KS)""",186.2,"175.6 - 204.1 (644)",2386
20105,"""Lincoln, (KS)""",145.9,"26.6 - 148.6 (644)",2978
20107,"""Linn, (KS)""",218.9,"204.2 - 242.8 (644)",2125
20109,"""Logan, (KS)""",180,"175.6 - 204.1 (644)",5654
20111,"""Lyon, (KS)""",177.5,"175.6 - 204.1 (644)",5412
20113,"""McPherson, (KS)""",173.5,"148.7 - 175.5 (644)",2116
20115,"""Marion, (KS)""",170.4,"148.7 - 175.5 (644)",3244
20117,"""Marshall, (KS)""",150.8,"148.7 - 175.5 (644)",3576
20119,"""Meade, (KS)""",222.3,"204.2 - 242.8 (644)",3647
20121,"""Miami, (KS)""",164.4,"148.7 - 175.5 (644)",2747
20123,"""Mitchell, (KS)""",191.9,"175.6 - 204.1 (644)",2187
20125,"""Montgomery, (KS)""",397.5,"242.9 - 651.5 (644)",3103
20127,"""Morris, (KS)""",178.6,"175.6 - 204.1 (644)",3093
20129,"""Morton, (KS)""",292.7,"242.9 - 651.5 (644)",1654
20131,"""Nemaha, (KS)""",163.9,"148.7 - 175.5 (644)",4178
20133,"""Neosho, (KS)""",249.3,"242.9 - 651.5 (644)",4461
20135,"""Ness, (KS)""",157.4,"148.7 - 175.5 (644)",3666
20137,"""Norton, (KS)""",153.8,"148.7 - 175.5 (644)",2704
20139,"""Osage, (KS)""",169.4,"148.7 - 175.5 (644)",2389
20141,"""Osborne, (KS)""",240.3,"204.2 - 242.8 (644)",1364
20143,"""Ottawa, (KS)""",165.2,"148.7 - 175.5 (644)",2164
20145,"""Pawnee, (KS)""",209.1,"204.2 - 242.8 (644)",5495
20147,"""Phillips, (KS)""",163,"148.7 - 175.5 (644)",3804
20149,"""Pottawatomie, (KS)""",166.1,"148.7 - 175.5 (644)",3167
20151,"""Pratt, (KS)""",183.5,"175.6 - 204.1 (644)",2516
20153,"""Rawlins, (KS)""",194.3,"175.6 - 204.1 (644)",5616
20155,"""Reno, (KS)""",165.5,"148.7 - 175.5 (644)",2477
20157,"""Republic, (KS)""",182.9,"175.6 - 204.1 (644)",3030
20159,"""Rice, (KS)""",198.1,"175.6 - 204.1 (644)",2655
20161,"""Riley, (KS)""",134.1,"26.6 - 148.6 (644)",2265
20163,"""Rooks, (KS)""",184.7,"175.6 - 204.1 (644)",4459
20165,"""Rush, (KS)""",190.1,"175.6 - 204.1 (644)",3550
20167,"""Russell, (KS)""",192,"175.6 - 204.1 (644)",3919
20169,"""Saline, (KS)""",147.2,"26.6 - 148.6 (644)",2197
20171,"""Scott, (KS)""",149.6,"148.7 - 175.5 (644)",4303
20173,"""Sedgwick, (KS)""",191.5,"175.6 - 204.1 (644)",1432
20175,"""Seward, (KS)""",173,"148.7 - 175.5 (644)",2033
20177,"""Shawnee, (KS)""",161.5,"148.7 - 175.5 (644)",2319
20179,"""Sheridan, (KS)""",160.1,"148.7 - 175.5 (644)",6067
20181,"""Sherman, (KS)""",176.2,"175.6 - 204.1 (644)",4740
20183,"""Smith, (KS)""",184.5,"175.6 - 204.1 (644)",4674
20185,"""Stafford, (KS)""",168.3,"148.7 - 175.5 (644)",2372
20187,"""Stanton, (KS)""",207.4,"204.2 - 242.8 (644)",5392
20189,"""Stevens, (KS)""",150.1,"148.7 - 175.5 (644)",2353
20191,"""Sumner, (KS)""",207.5,"204.2 - 242.8 (644)",1933
20193,"""Thomas, (KS)""",175.6,"175.6 - 204.1 (644)",3372
20195,"""Trego, (KS)""",247.3,"242.9 - 651.5 (644)",4749
20197,"""Wabaunsee, (KS)""",152.4,"148.7 - 175.5 (644)",2949
20199,"""Wallace, (KS)""",157.8,"148.7 - 175.5 (644)",10292
20201,"""Washington, (KS)""",185.7,"175.6 - 204.1 (644)",2959
20203,"""Wichita, (KS)""",164.4,"148.7 - 175.5 (644)",2762
20205,"""Wilson, (KS)""",296.8,"242.9 - 651.5 (644)",3466
20207,"""Woodson, (KS)""",222,"204.2 - 242.8 (644)",4073
20209,"""Wyandotte, (KS)""",174.8,"148.7 - 175.5 (644)",2178
22017,"""Caddo, (LA)""",176,"175.6 - 204.1 (644)",2412
27013,"""Blue Earth, (MN)""",118.7,"26.6 - 148.6 (644)",1742
27015,"""Brown, (MN)""",111.9,"26.6 - 148.6 (644)",3908
27033,"""Cottonwood, (MN)""",188.3,"175.6 - 204.1 (644)",4791
27043,"""Faribault, (MN)""",236.5,"204.2 - 242.8 (644)",3043
27063,"""Jackson, (MN)""",152.4,"148.7 - 175.5 (644)",4348
27079,"""Le Sueur, (MN)""",126.1,"26.6 - 148.6 (644)",3871
27081,"""Lincoln, (MN)""",184.3,"175.6 - 204.1 (644)",3964
27083,"""Lyon, (MN)""",126.5,"26.6 - 148.6 (644)",4586
27091,"""Martin, (MN)""",143.8,"26.6 - 148.6 (644)",3624
27101,"""Murray, (MN)""",137.3,"26.6 - 148.6 (644)",5466
27103,"""Nicollet, (MN)""",117.6,"26.6 - 148.6 (644)",2675
27105,"""Nobles, (MN)""",146.7,"26.6 - 148.6 (644)",5041
27117,"""Pipestone, (MN)""",150,"148.7 - 175.5 (644)",3533
27127,"""Redwood, (MN)""",127.3,"26.6 - 148.6 (644)",3893
27133,"""Rock, (MN)""",178,"175.6 - 204.1 (644)",4407
27143,"""Sibley, (MN)""",110.5,"26.6 - 148.6 (644)",4683
27165,"""Watonwan, (MN)""",119.9,"26.6 - 148.6 (644)",3184
29003,"""Andrew, (MO)""",203.4,"175.6 - 204.1 (644)",3473
29005,"""Atchison, (MO)""",179.3,"175.6 - 204.1 (644)",2449
29009,"""Barry, (MO)""",289.4,"242.9 - 651.5 (644)",4053
29011,"""Barton, (MO)""",274.9,"242.9 - 651.5 (644)",5632
29013,"""Bates, (MO)""",180.2,"175.6 - 204.1 (644)",3670
29021,"""Buchanan, (MO)""",202.2,"175.6 - 204.1 (644)",2731
29025,"""Caldwell, (MO)""",193.9,"175.6 - 204.1 (644)",3381
29037,"""Cass, (MO)""",153.2,"148.7 - 175.5 (644)",2847
29039,"""Cedar, (MO)""",338.3,"242.9 - 651.5 (644)",2983
29047,"""Clay, (MO)""",125.9,"26.6 - 148.6 (644)",2319
29049,"""Clinton, (MO)""",177.2,"175.6 - 204.1 (644)",2861
29057,"""Dade, (MO)""",241.7,"204.2 - 242.8 (644)",3979
29061,"""Daviess, (MO)""",228,"204.2 - 242.8 (644)",3519
29063,"""DeKalb, (MO)""",197.6,"175.6 - 204.1 (644)",3006
29075,"""Gentry, (MO)""",213.7,"204.2 - 242.8 (644)",3183
29081,"""Harrison, (MO)""",285.1,"242.9 - 651.5 (644)",3885
29083,"""Henry, (MO)""",320.2,"242.9 - 651.5 (644)",3477
29087,"""Holt, (MO)""",185.6,"175.6 - 204.1 (644)",3294
29095,"""Jackson, (MO)""",147.7,"26.6 - 148.6 (644)",2167
29097,"""Jasper, (MO)""",278.1,"242.9 - 651.5 (644)",3338
29101,"""Johnson, (MO)""",322.3,"242.9 - 651.5 (644)",2640
29107,"""Lafayette, (MO)""",199.2,"175.6 - 204.1 (644)",2498
29109,"""Lawrence, (MO)""",213.9,"204.2 - 242.8 (644)",2880
29119,"""McDonald, (MO)""",267.7,"242.9 - 651.5 (644)",3091
29145,"""Newton, (MO)""",291.2,"242.9 - 651.5 (644)",4006
29147,"""Nodaway, (MO)""",204.9,"204.2 - 242.8 (644)",3265
29165,"""Platte, (MO)""",120,"26.6 - 148.6 (644)",2394
29177,"""Ray, (MO)""",163.9,"148.7 - 175.5 (644)",2735
29185,"""St. Clair, (MO)""",336.1,"242.9 - 651.5 (644)",3510
29217,"""Vernon, (MO)""",304.3,"242.9 - 651.5 (644)",3272
29227,"""Worth, (MO)""",210.7,"204.2 - 242.8 (644)",3374
31001,"""Adams, (NE)""",211,"204.2 - 242.8 (644)",2954
31003,"""Antelope, (NE)""",171.6,"148.7 - 175.5 (644)",3609
31005,"""Arthur, (NE)""",166.4,"148.7 - 175.5 (644)",1377
31007,"""Banner, (NE)""",148.6,"26.6 - 148.6 (644)",3070
31009,"""Blaine, (NE)""",191.9,"175.6 - 204.1 (644)",3458
31011,"""Boone, (NE)""",173.1,"148.7 - 175.5 (644)",4005
31013,"""Box Butte, (NE)""",144,"26.6 - 148.6 (644)",3698
31015,"""Boyd, (NE)""",352.9,"242.9 - 651.5 (644)",2694
31017,"""Brown, (NE)""",215.2,"204.2 - 242.8 (644)",4743
31019,"""Buffalo, (NE)""",142.9,"26.6 - 148.6 (644)",3005
31021,"""Burt, (NE)""",111.8,"26.6 - 148.6 (644)",2252
31023,"""Butler, (NE)""",142.2,"26.6 - 148.6 (644)",2173
31025,"""Cass, (NE)""",136.1,"26.6 - 148.6 (644)",2147
31027,"""Cedar, (NE)""",141.7,"26.6 - 148.6 (644)",2799
31029,"""Chase, (NE)""",155.9,"148.7 - 175.5 (644)",5963
31031,"""Cherry, (NE)""",97.9,"26.6 - 148.6 (644)",4072
31033,"""Cheyenne, (NE)""",82.5,"26.6 - 148.6 (644)",6074
31035,"""Clay, (NE)""",190,"175.6 - 204.1 (644)",2916
31037,"""Colfax, (NE)""",134.2,"26.6 - 148.6 (644)",2792
31039,"""Cuming, (NE)""",158,"148.7 - 175.5 (644)",4195
31041,"""Custer, (NE)""",167.9,"148.7 - 175.5 (644)",3502
31043,"""Dakota, (NE)""",129.5,"26.6 - 148.6 (644)",2357
31045,"""Dawes, (NE)""",173.2,"148.7 - 175.5 (644)",2964
31047,"""Dawson, (NE)""",152.6,"148.7 - 175.5 (644)",3902
31049,"""Deuel, (NE)""",181,"175.6 - 204.1 (644)",6069
31051,"""Dixon, (NE)""",107.8,"26.6 - 148.6 (644)",2527
31053,"""Dodge, (NE)""",127.7,"26.6 - 148.6 (644)",2353
31055,"""Douglas, (NE)""",126.3,"26.6 - 148.6 (644)",1889
31057,"""Dundy, (NE)""",217.3,"204.2 - 242.8 (644)",8187
31059,"""Fillmore, (NE)""",168,"148.7 - 175.5 (644)",4104
31061,"""Franklin, (NE)""",195.4,"175.6 - 204.1 (644)",4871
31063,"""Frontier, (NE)""",152.9,"148.7 - 175.5 (644)",2590
31065,"""Furnas, (NE)""",148,"26.6 - 148.6 (644)",4006
31067,"""Gage, (NE)""",131.2,"26.6 - 148.6 (644)",3604
31069,"""Garden, (NE)""",144.9,"26.6 - 148.6 (644)",6928
31071,"""Garfield, (NE)""",202.9,"175.6 - 204.1 (644)",3907
31073,"""Gosper, (NE)""",145.7,"26.6 - 148.6 (644)",4039
31075,"""Grant, (NE)""",134.1,"26.6 - 148.6 (644)",3957
31077,"""Greeley, (NE)""",164,"148.7 - 175.5 (644)",3710
31079,"""Hall, (NE)""",157.1,"148.7 - 175.5 (644)",2191
31081,"""Hamilton, (NE)""",152.3,"148.7 - 175.5 (644)",2621
31083,"""Harlan, (NE)""",157.8,"148.7 - 175.5 (644)",5342
31085,"""Hayes, (NE)""",157.2,"148.7 - 175.5 (644)",1488
31087,"""Hitchcock, (NE)""",197,"175.6 - 204.1 (644)",6320
31089,"""Holt, (NE)""",207.1,"204.2 - 242.8 (644)",4250
31091,"""Hooker, (NE)""",159.2,"148.7 - 175.5 (644)",3296
31093,"""Howard, (NE)""",150.2,"148.7 - 175.5 (644)",2576
